CSFF: Chemical Python Simplified Force Field by Warren L. DeLano
D4-JA-DJ    70.0      120.00    WLD gross estimate
D4-JA-J3    70.0      120.00    WLD gross estimate
D4-JA-DA    70.0      120.00    WLD gross estimate
D4-JA-D4    70.0      120.00    WLD gross estimate
D4-JA-JA    70.0      120.00    WLD gross estimate
D4-JA-T4    70.0      120.00    WLD gross estimate
D4-Q2-DA    57.5      118.22    WLD from D4-Q2-DJ
D4-Q2-JA    57.5      118.22    WLD from D4-Q2-DJ
D4-Q2-J3    57.5      118.22    WLD from D4-Q2-DJ
D4-Q2-Q2    57.5      118.22    WLD from D4-Q2-DJ
D4-Q2-T4    60.0      109.50    WLD from D4-Q2-D4
D4-T2-DJ    62.0       98.00    WLD gross estimate
D4-T2-D3    62.0       98.00    WLD gross estimate
D4-T2-J3    62.0       98.00    WLD gross estimate
D4-T2-JA    62.0       98.00    WLD gross estimate
D4-T2-T4    68.0      103.70    WLD from D4-T2-T2
D4-T4-T2    68.0      103.70    WLD from D4-T2-T2
D4-T4-TA    68.0      103.70    WLD from D4-T2-T2
D4-T4-DJ    62.0      107.10    WLD from DJ-T4-J4
D4-T4-D4    62.0      103.00    WLD gross estimate
D4-T4-DA    62.0      103.00    WLD gross estimate
D4-T4-J4    60.0      106.80    WLD gross estimate
D4-T4-Q1   100.0      107.10    WLD from J4-T4-Q1
D4-T4-Q2    60.0      107.10    WLD gross estimate
D4-T4-QN    60.0      107.10    WLD gross estimate
D4-TA-DJ    62.0       98.90    WLD from D4-T2-D4
D4-TA-DA    62.0       98.90    WLD from D4-T2-D4
D4-TA-T4    68.0      103.70    WLD from D4-T2-T2
D4-TA-T2    68.0      103.70    WLD from D4-T2-T2
DA-D3-J3    63.0      117.00    WLD from D3-D3-DA
DA-D3-DA    63.0      117.00    WLD from D3-D3-DA
DA-D3-DJ    63.0      117.00    WLD from D3-D3-DA
DA-D3-JA    63.0      117.00    WLD from D3-D3-DA
DA-D4-D3    63.0      105.85    WLD from DJ-D4-J3
DA-D4-DJ    63.0      105.85    WLD from DJ-D4-J3
DA-D4-T4    80.0      111.20    WLD from DJ-J4-T4
DA-D4-TA    80.0      111.20    WLD from DJ-J4-T4
DA-D4-JA    63.0      105.85    WLD from DJ-D4-J3
DA-DA-D3    68.8      118.12    WLD from DA-DA-J3
DA-DA-QA    70.0      117.50    WLD from DA-DA-JA
DA-DJ-QA    70.0      117.50    WLD from DA-DA-JA
DA-DJ-D3    63.0      120.70    WLD from D3-D3-DJ
DA-DJ-JN    63.0      120.70    WLD from D3-D3-DJ
DA-DJ-J4    70.0      120.00    WLD from DA-DA-J4
DA-DJ-R1    70.0      121.00    WLD from DA-DA-R1
DA-DJ-R2    70.0      119.40    WLD from DA-DA-R2
DA-DJ-R3    70.0      118.80    WLD from DA-DA-R3
DA-DJ-R4    70.0      118.80    WLD from DA-DA-R4
DA-DJ-T2    70.0      109.20    WLD from DA-DA-TA
DA-DJ-T4    70.0      120.00    WLD from DA-DA-T4
DA-DJ-TA    70.0      109.20    WLD from DA-DA-TA
DA-JA-JA    70.0      117.80    WLD from DA-JA-DA
DA-JA-J3    70.0      117.80    WLD from DA-JA-DA
DA-JA-Q2    70.0      117.80    WLD from DA-JA-DA
DA-J3-JA    70.0      117.80    WLD from DA-JA-DA
DA-J3-J3    70.0      117.80    WLD from DA-JA-DA
DA-J3-D3    70.0      117.80    WLD from DA-JA-DA
DA-J3-Q2    70.0      117.80    WLD from DA-JA-DA
DA-J3-QN    70.0      117.80    WLD from DA-JA-DA
DA-J3-R2    70.0      117.80    WLD from DA-JA-DA
DA-J3-T2    70.0      120.00    WLD from DA-DA-TA
DA-J3-T4    70.0      120.00    WLD from DA-DA-TA
DA-J3-TA    70.0      120.00    WLD from DA-DA-TA
DA-DJ-T1    70.0      121.00    WLD gross estimate
DA-JA-T2    70.0      120.00    WLD from DA-DA-TA
DA-JA-T4    70.0      120.00    WLD from DA-DA-TA
DA-JA-TA    70.0      120.00    WLD from DA-DA-TA
DA-Q2-J3    57.5      118.22    WLD from D4-Q2-DJ
DA-Q2-JA    57.5      118.22    WLD from D4-Q2-DJ
DA-QA-DA    70.0      114.24    WLD from DA-JA-DA
DA-QA-DJ    70.0      114.24    WLD from DA-JA-DA
DA-Q2-T4    57.5      113.00    WLD gross estimate
DA-T4-DA    62.0      107.10    WLD from DJ-T4-J4
DA-T4-JA    62.0      107.10    WLD from DJ-T4-J4
DA-T4-JN    62.0      107.10    WLD from DJ-T4-J4
DA-T4-Q2   100.0      107.80    WLD from DA-T4-QN
DA-TA-JA    62.0      107.00    WLD gross estimate
DA-TA-J3    62.0      107.00    WLD gross estimate
DA-TA-TA    68.0      103.70    WLD from D4-T2-T2
DA-TA-T2    68.0      103.70    WLD from D4-T2-T2
DA-TA-T4    68.0      103.70    WLD from D4-T2-T2
DJ-D2-J1    70.0      180.00    WLD from DJ-D2-D2
DJ-D3-D2    63.0      119.20    WLD from DJ-DJ-DJ
DJ-D3-DJ    63.0      119.20    WLD from DJ-DJ-DJ
DJ-D3-JA    70.0      117.50    WLD from DA-DA-JA
DJ-D3-Q2    63.0      120.00    WLD from D3-D3-D3
DJ-D3-R1    63.0      120.00    WLD from D3-D3-D3
DJ-D3-R2    63.0      120.00    WLD from D3-D3-D3
DJ-D3-R3    63.0      120.00    WLD from D3-D3-D3
DJ-D3-R4    63.0      120.00    WLD from D3-D3-D3
DJ-D3-TA    70.0      120.00    WLD from DA-DA-T4
DJ-D3-T2    63.0      120.00    WLD from D3-D3-D3
DJ-D4-DJ    40.0      109.50    WLD from D4-D4-D4
DJ-D4-JA    63.0      105.85    WLD from DJ-D4-J3
DJ-D4-R1    50.0      114.00    WLD from D4-D4-DA
DJ-D4-R2    50.0      114.00    WLD from D4-D4-DA
DJ-D4-R3    50.0      114.00    WLD from D4-D4-DA
DJ-D4-R4    50.0      114.00    WLD from D4-D4-DA
DJ-D4-T2    80.0      111.20    WLD from DJ-J4-T4
DJ-D4-TA    63.0      111.00    WLD gross estimate
DJ-D4-T4    80.0      111.20    WLD from DJ-J4-T4
DJ-D3-J3    70.0      117.50    WLD from DA-DA-JA
DJ-DA-Q2    70.0      113.91    WLD from DA-DA-Q2
DJ-DA-QA    70.0      117.50    WLD from DA-DA-JA
DJ-DA-T4    70.0      120.00    WLD from DA-DA-T4
DJ-DA-TA    70.0      120.00    WLD from DA-DA-TA
DJ-DJ-JN    70.0      120.00    WLD from D4-DJ-JA
DJ-DJ-J4    70.0      120.00    WLD from D4-DJ-JA
DJ-DJ-T1    63.0      120.00    WLD from D3-D3-D3
DJ-DJ-T2    70.0      120.00    WLD from DA-DA-T4
DJ-DJ-T4    70.0      120.00    WLD from DA-DA-T4
DJ-DJ-TA    63.0      116.25    WLD from DA-DJ-DJ
DJ-DJ-QN    70.0      120.00    WLD from DA-DJ-Q2
DJ-DJ-QA    70.0      120.00    WLD from DA-DJ-Q2
DJ-DJ-R1    70.0      121.00    WLD from DA-DA-R1
DJ-DJ-R2    70.0      119.40    WLD from DA-DA-R2
DJ-DJ-R3    70.0      118.80    WLD from DA-DA-R3
DJ-DJ-R4    70.0      118.80    WLD from DA-DA-R4
DJ-J3-J4    70.0      121.20    WLD from D3-J3-D4
DJ-J3-JN    70.0      121.20    WLD from D3-J3-D4
DJ-J3-Q2    70.0      117.80    WLD from DA-JA-DA
DJ-J3-R1    70.0      117.80    WLD from DA-JA-DA
DJ-J3-R2    70.0      117.80    WLD from DA-JA-DA
DJ-J3-R3    70.0      117.80    WLD from DA-JA-DA
DJ-J3-R4    70.0      117.80    WLD from DA-JA-DA
DJ-J3-T4    70.0      121.20    WLD from D3-J3-D4
DJ-J4-T4    80.0      111.20    WLD from DJ-D4-J4
DJ-JA-DJ    70.0      123.20    WLD from DJ-J3-DJ
DJ-JA-J1    70.0      180.00    WLD from DJ-D2-D2
DJ-JA-J3    70.0      117.80    WLD from DA-JA-DA
DJ-JA-JA    70.0      117.80    WLD from DA-JA-DA
DJ-JA-Q2    70.0      117.80    WLD from DA-JA-DA
DJ-JA-Q1    70.0      117.80    WLD from DA-JA-DA
DJ-JA-TA    70.0      110.20    WLD from DJ-DA-T2
DJ-JA-T4    70.0      120.00    WLD from DA-DA-TA
DJ-J3-J3    70.0      117.80    WLD from DA-JA-DA
DJ-J3-JA    70.0      120.00    WLD from DA-J3-DA
DJ-J3-QN    70.0      120.00    WLD from DA-DJ-Q2
DJ-J3-T2    65.0      120.00    WLD gross estimate
DJ-J3-TA    65.0      120.00    WLD gross estimate
DJ-J4-QN    80.0      111.20    WLD from DJ-D4-J4
DJ-JN-DJ    70.0      123.20    WLD from DJ-J3-DJ
DJ-JN-J3    70.0      123.20    WLD from DJ-J3-DJ
DJ-JN-T4    80.0      111.20    WLD from DJ-D4-J4
DJ-Q1-DJ    70.0      123.20    WLD from DJ-J3-DJ
DJ-Q2-JA    70.0      117.80    WLD from DA-JA-DA
DJ-Q2-J3    70.0      117.80    WLD from DA-JA-DA
DJ-Q2-T4    57.5      118.22    WLD from D4-Q2-DJ
DJ-Q2-Q2    57.5      118.22    WLD from D4-Q2-DJ
DJ-R4-DJ    50.0      120.00    WLD gross estimate
DJ-T2-DJ    80.0       90.10    WLD from DA-T2-DA
DJ-T2-J3    80.0       90.10    WLD from DA-T2-DA
DJ-T2-R2    62.0       96.00    WLD gross estimate
DJ-T2-T2    68.0      103.70    WLD from D4-T2-T2
DJ-T2-TA    68.0      103.70    WLD from D4-T2-T2
DJ-T4-T2    68.0      103.70    WLD from D4-T2-T2
DJ-T4-DJ    62.0       98.90    WLD from D4-T2-D4
DJ-T4-J3    62.0      107.10    WLD from DA-T4-J4
DJ-T4-J4    62.0      107.10    WLD from DA-T4-J4
DJ-T4-JA    62.0      107.10    WLD from DA-T4-J4
DJ-T4-JN    62.0      107.10    WLD from DA-T4-J4
DJ-T4-Q1   100.0      107.80    WLD from DA-T4-Q1
DJ-T4-QN    60.0      107.80    WLD gross estimate
DJ-T4-Q2    60.0      107.80    WLD gross estimates
DJ-TA-TA    68.0      103.70    WLD from D4-T2-T2
DJ-TA-DJ    62.0       98.90    WLD from D4-T2-D4
DJ-TA-DA    62.0       98.90    WLD from D4-T2-D4
DJ-TA-J3    62.0       98.90    WLD from D4-T2-D4
J1-D2-J3    70.0      180.00    WLD from DJ-D2-D2
J1-D2-JA    70.0      180.00    WLD from DJ-D2-D2
J1-D2-T2    70.0      180.00    WLD from DJ-D2-D2
J3-D3-J3    63.0      117.00    WLD from D3-D3-DA
J3-D3-JA    70.0      113.13    WLD from J3-DJ-J3
J3-D3-JN    70.0      113.13    WLD from J3-DJ-J3
J3-D3-T2    70.0      123.20    WLD from J3-DA-T2
J3-D3-TA    63.0      120.00    WLD from D3-D3-D3
J3-D3-Q2    63.0      120.00    WLD from D3-D3-D3
J3-DA-TA    70.0      122.40    WLD from J3-DJ-JA
J3-DA-T4    70.0      122.40    WLD from J3-DJ-JA
J3-DJ-TA    70.0      122.40    WLD from J3-DJ-JA
J3-DJ-T2    70.0      122.40    WLD from J3-DJ-JA
J3-DJ-R1    70.0      122.40    WLD from J3-DJ-JA
J3-DJ-R2    70.0      122.40    WLD from J3-DJ-JA
J3-DJ-R3    70.0      122.40    WLD from J3-DJ-JA
J3-DJ-R4    70.0      122.40    WLD from J3-DJ-JA
J3-DJ-Q2    70.0      122.50    WLD from DA-DJ-Q2
J3-DJ-QN    70.0      122.50    WLD from DA-DJ-Q2
J3-DJ-T1    70.0      121.00    WLD gross estimate
J3-DJ-T2    70.0      123.20    WLD from J3-DA-T2
J3-DJ-JN    70.0      113.13    WLD from J3-DJ-J3
J3-D4-J4    50.0      109.50    WLD gross estimate
J3-D4-JA    50.0      109.50    WLD gross estimate
J3-D4-T4    80.0      111.20    WLD from DJ-J4-T4
J3-D4-TA    80.0      111.20    WLD from DJ-J4-T4
J3-T4-Q2    60.0      107.80    WLD gross estimates
J3-D4-R1    50.0      114.00    WLD from D4-D4-DA
J3-D4-R2    50.0      114.00    WLD from D4-D4-DA
J3-D4-R3    50.0      114.00    WLD from D4-D4-DA
J3-D4-R4    50.0      114.00    WLD from D4-D4-DA
J3-DJ-T4    63.0      116.25    WLD from DA-DJ-DJ
J3-J3-QN    70.0      117.80    WLD from DA-JA-DA
J3-J3-JA    70.0      120.00    WLD gross estimate
J3-J4-T4    50.0      109.30    WLD from DA-D4-T2
J3-JA-JA    70.0      117.80    WLD from DA-JA-DA
J3-JA-Q1    70.0      117.80    WLD from DA-JA-DA
J3-JA-Q2    70.0      117.80    WLD from DA-JA-DA
J3-JA-QN    70.0      117.80    WLD from DA-JA-DA
J3-Q2-T4    57.5      118.22    WLD from D4-Q2-DJ
J3-Q2-JA    57.5      118.22    WLD from D4-Q2-DJ
J3-Q2-Q2    57.5      118.22    WLD from D4-Q2-DJ
J3-T4-D4    70.0      109.50    WLD gross estimate
J3-T4-DA    70.0      109.50    WLD gross estimate
J3-T4-Q1   100.0      107.10    WLD from J4-T4-Q1
J4-D4-Q2    50.0      109.50    WLD from D4-D4-Q2
J4-DJ-JA    70.0      120.00    WLD gross estimate
J4-DJ-Q2    70.0      120.00    WLD gross estimate
J4-DJ-TA    63.0      116.25    WLD from DA-DJ-DJ
J4-D4-T2    50.0      111.65    WLD from D4-D4-T2
J4-T4-Q2    60.0      107.10    WLD gross estimate
J4-T4-JA    60.0      107.10    WLD gross estimate
JA-D3-JA    70.0      113.13    WLD from J3-DJ-J3
JA-D3-Q2    80.0      125.00    WLD from D3-D3-Q2
JA-D3-T2    70.0      123.20    WLD from J3-DA-T2
JA-D3-TA    70.0      123.20    WLD from J3-DA-T2
JA-D3-R1    70.0      122.40    WLD from J3-DJ-JA
JA-D3-R2    70.0      122.40    WLD from J3-DJ-JA
JA-D3-R3    70.0      122.40    WLD from J3-DJ-JA
JA-D3-R4    70.0      122.40    WLD from J3-DJ-JA
JA-D4-TA    50.0      109.50    WLD gross estimate
JA-D4-JA    50.0      109.50    WLD gross estimate
JA-D4-Q2    50.0      109.50    WLD gross estimate
JA-DA-T4    70.0      120.00    WLD from DA-DA-T4
JA-DJ-JA    70.0      113.13    WLD from J3-DJ-J3
JA-DJ-JN    70.0      113.13    WLD from J3-DJ-J3
JA-DJ-Q2    70.0      113.13    WLD from J3-DJ-J3
JA-DJ-QN    70.0      113.13    WLD from J3-DJ-J3
JA-DJ-R2    70.0      119.40    WLD from DA-DA-R2
JA-DJ-T1    70.0      180.00    WLD from DJ-D2-D2
JA-DJ-T2    63.0      116.25    WLD from DA-DJ-DJ
JA-DJ-TA    63.0      116.25    WLD from DA-DJ-DJ
JA-DJ-T4    63.0      116.25    WLD from DA-DJ-DJ
JA-DJ-R1    70.0      121.00    WLD from DA-DA-R1
JA-DJ-R2    70.0      119.40    WLD from DA-DA-R2
JA-DJ-R3    70.0      118.80    WLD from DA-DA-R3
JA-DJ-R4    70.0      118.80    WLD from DA-DA-R4
JA-J3-D3    63.3      122.80    WLD form DA-J3-DA
JA-J3-JA    63.3      122.80    WLD form DA-J3-DA
JA-J3-Q2    63.3      122.80    WLD form DA-J3-DA
JA-J3-QN    63.3      122.80    WLD form DA-J3-DA
JA-J3-R2    63.3      122.80    WLD form DA-J3-DA
JA-J3-T2    70.0      120.00    WLD from DA-DA-T4
JA-J3-T4    70.0      120.00    WLD from DA-DA-T4
JA-JA-JA    70.0      117.80    WLD from DA-JA-DA
JA-JA-T2    70.0      120.00    WLD from DA-DA-T4
JA-JA-T4    70.0      120.00    WLD from DA-DA-T4
JA-JA-TA    70.0      120.00    WLD from DA-DA-T4
JA-Q2-JA    57.5      118.22    WLD from D4-Q2-DJ
JA-Q2-T4    57.5      118.22    WLD from D4-Q2-DJ
JA-T2-DJ    80.0       90.10    WLD from DA-T2-DA
JA-T2-JA    62.0       98.90    WLD from D4-T2-D4
JA-T4-JA    62.0       98.90    WLD from D4-T2-D4
JA-T4-Q1   100.0      107.10    WLD from J4-T4-Q1
JA-T4-D4   100.0      107.10    WLD from J4-T4-Q1
JA-TA-JA    62.0       98.90    WLD from D4-T2-D4
JA-TA-DJ    62.0       98.90    WLD from D4-T2-D4
JN-DJ-Q1    77.5      123.10    WLD from J3-DJ-Q1
JN-DJ-Q2    63.0      120.00    WLD gross estimate
JN-T4-DA    70.0      109.50    WLD gross estimate
JN-T4-Q1   100.0      107.10    WLD from J4-T4-Q1
JN-T4-Q2    70.0      109.50    WLD gross estimate
R1-D3-R1    63.0      120.00    WLD from D3-D3-D3
R1-D4-R2    70.0      109.50    WLD gross estimate
R1-D4-R3    70.0      109.50    WLD gross estimate
R1-D4-R4    70.0      109.50    WLD gross estimate
R1-D4-T2    70.0      109.50    WLD gross estimate
R1-D4-T4    70.0      109.50    WLD gross estimate
R1-DJ-TA    70.0      120.30    WLD from D4-DA-TA
R2-DJ-Q1    80.0      125.30    WLD from D3-DJ-Q1
R2-DJ-TA    70.0      120.30    WLD from D4-DA-TA
R2-D3-R2    63.0      120.00    WLD from D3-D3-D3
R2-D4-R2    70.0      109.50    WLD gross estimate
R2-D4-R3    70.0      109.50    WLD gross estimate
R2-D4-R4    70.0      109.50    WLD gross estimate
R2-D4-T2    70.0      109.50    WLD gross estimate
R2-J4-T4    80.0      111.20    WLD from DJ-D4-J4
R2-J4-R2    80.0      111.20    WLD from DJ-D4-J4
R3-D4-R3    70.0      109.50    WLD gross estimate
R3-D4-R4    70.0      109.50    WLD gross estimate
R3-DJ-TA    70.0      120.30    WLD from D4-DA-TA
R3-D3-R3    63.0      120.00    WLD from D3-D3-D3
R3-D4-T2    70.0      109.50    WLD gross estimate
R4-DJ-TA    70.0      120.30    WLD from D4-DA-TA
R4-D4-R4    70.0      109.50    WLD gross estimate
R4-D4-T2    70.0      109.50    WLD gross estimate
R4-D4-T4    70.0      109.50    WLD gross estimate
Q1-DJ-TA    63.0      116.25    WLD from DA-DJ-DJ
Q1-DJ-T2    80.0      125.30    WLD from D3-DJ-Q1
Q1-JA-T2    80.0      125.30    WLD from D3-DJ-Q1
Q1-T4-Q2    70.0      109.50    WLD gross estimate
Q1-T4-QN    70.0      109.50    WLD gross estimate
Q1-T4-T2    68.0      103.70    WLD from D4-T2-T2
Q1-T4-TA    68.0      103.70    WLD from D4-T2-T2
Q2-D4-R1    70.0      109.50    WLD gross estimate
Q2-D4-R2    70.0      109.50    WLD gross estimate
Q2-D4-R3    70.0      109.50    WLD gross estimate
Q2-D4-R4    70.0      109.50    WLD gross estimate
Q2-D4-T4    70.0      109.50    WLD gross estimate
Q2-DJ-QN    75.0      120.00    WLD from DA-DJ-Q1
Q2-DJ-R1    75.0      120.00    WLD from DA-DJ-Q1
Q2-DJ-R2    75.0      120.00    WLD from DA-DJ-Q1
Q2-DJ-R3    75.0      120.00    WLD from DA-DJ-Q1
Q2-DJ-R4    75.0      120.00    WLD from DA-DJ-Q1
Q2-DJ-T1    75.0      120.00    WLD from DA-DJ-Q1
Q2-DJ-T2    75.0      120.00    WLD from DA-DJ-Q1
Q2-DJ-TA    75.0      120.00    WLD from DA-DJ-Q1
Q2-J3-QN    80.0      126.00    WLD from QN-DJ-QN
Q2-J3-Q2    80.0      126.00    WLD from QN-DJ-QN
Q2-JA-QN    80.0      126.00    WLD from QN-DJ-QN
Q2-JA-T4    80.0      126.00    WLD from QN-DJ-QN
Q2-T4-QN    70.0      109.50    WLD gross estimate
Q2-T4-Q2    70.0      109.50    WLD gross estimate
Q2-T4-T2    68.0      103.70    WLD from D4-T2-T2
QN-J3-QN    80.0      126.00    WLD from QN-DJ-QN
QN-T4-T2    68.0      103.70    WLD from D4-T2-T2
T1-D3-T2    70.0      121.00    WLD gross estimate
T1-DJ-TA    70.0      121.00    WLD gross estimate
T1-DJ-T1    70.0      121.00    WLD gross estimate
T1-DJ-T2    70.0      121.00    WLD gross estimate
T2-D3-T2    70.0      118.00    WLD gross estimate
T2-D3-TA    70.0      118.00    WLD gross estimate
T2-D4-T2    80.0      111.20    WLD from DJ-J4-T4
T2-D4-T4    80.0      111.20    WLD from DJ-J4-T4
T2-D4-TA    80.0      111.20    WLD from DJ-J4-T4
T2-DA-TA    70.0      120.00    WLD from DA-DA-TA
T2-DA-T4    70.0      120.00    WLD from DA-DA-TA
T2-DJ-T2    70.0      118.00    WLD gross estimate
T2-DJ-TA    70.0      118.00    WLD gross estimate
T2-DJ-T4    63.0      117.00    WLD from D4-DJ-D4
T2-JA-T4    70.0      120.00    WLD from DA-DA-T4
T2-T4-T2    68.0      103.70    WLD from D4-T2-T2
T4-D4-T4    50.0      121.20    WLD from D4-J4-T4
T4-DA-TA    70.0      120.00    WLD from DA-DA-TA
T4-DJ-TA    63.0      117.00    WLD from D4-DJ-D4
T4-J4-T4    50.0      121.20    WLD from D4-J4-T4
T4-Q2-T4    60.0      109.50    WLD from D4-Q2-D4
TA-D3-TA    70.0      118.00    WLD gross estimate
TA-DA-TA    70.0      120.00    WLD from DA-DA-TA
TA-D4-TA    70.0      109.00    WLD gross estimate
TA-DJ-TA    70.0      120.00    WLD from DA-DA-TA

X -D2-DJ-X    2    0.00          0.0             2.         WLD null
X -D2-D3-X    2    0.00          0.0             2.         WLD null
X -D2-J3-X    2    0.00          0.0             2.         WLD null
X -D2-JA-X    2    0.00          0.0             2.         WLD null
X -D2-T2-X    2    0.00          0.0             2.         WLD null
X -D2-Q2-X    2    0.00          0.0             2.         WLD null
X -D3-JA-X    4    8.70        180.0             2.         WLD from X -DJ-D3-X 
X -D3-J1-X    1    0.0           0.0             2.         WLD null
X -D3-T2-X    6    0.00          0.0             2.         WLD from X -DA-T4-X 
X -D3-T4-X    6    0.00          0.0             2.         WLD from X -DA-T4-X 
X -D3-TA-X    6    0.00          0.0             2.         WLD from X -DA-T4-X 
X -D4-TA-X    6    6.00        180.0             2.         WLD from X -DA-TA-X 
X -D4-T4-X    6    2.40          0.0             3.         WLD from X -J4-T4-X 
X -D4-JA-X    6    0.00          0.0             2.         WLD from X -DA-T4-X 
X -DA-QA-X    2   11.60        180.0             2.         WLD from X -DA-JA-X 
X -DJ-QA-X    2   11.60        180.0             2.         WLD from X -DA-JA-X 
X -DJ-JN-X    4    7.01        180.0             2.         WLD from X -DJ-J3-X 
X -DJ-T4-X    6    0.00          0.0             2.         WLD from X -DA-T4-X 
X -DJ-T2-X    6    0.00          0.0             2.         WLD from X -DA-T4-X 
X -DJ-J4-X    6    0.00          0.0             2.         WLD from X -DJ-D4-X 
X -DJ-TA-X    2    6.00        180.0             2.         WLD from X -DA-TA-X
X -DJ-R4-X    6    0.00          0.0             2.         WLD from X -DJ-D4-X 
X -J3-J3-X    2   11.60        180.0             2.         WLD from X -DA-JA-X 
X -J3-J3-X    2   11.60        180.0             2.         WLD from X -DA-JA-X 
X -J3-JA-X    2   11.60        180.0             2.         WLD from X -DA-JA-X 
X -J3-JN-X    2   11.60        180.0             2.         WLD from X -DA-JA-X 
X -J3-J4-X    2    0.00          0.0             2.         WLD null
X -J3-QN-X    4   11.20        180.0             2.         WLD from X -DJ-Q1-X 
X -J3-Q2-X    3    0.82          0.0             3.         WLD from X -D4-D2-X 
X -J3-T2-X    6    0.00          0.0             2.         WLD from X -DA-T4-X 
X -J3-T4-X    6    0.00          0.0             2.         WLD from X -DA-T4-X 
X -J3-TA-X    6    0.00          0.0             2.         WLD from X -DA-T4-X 
X -JA-T2-X    6    0.00          0.0             2.         WLD from X -DA-T4-X 
X -JA-TA-X    2    6.00        180.0             2.         WLD from X -DA-TA-X 
X -JA-JA-X    2   11.60        180.0             2.         WLD from X -DA-JA-X 
X -JA-Q2-X    2    4.20        180.0             2.         WLD from X -DA-Q2-X 
X -JA-T4-X    2    6.00        180.0             2.         WLD from X -DA-TA-X 
X -JN-T4-X    4    2.40          0.0             3.         WLD from X -J4-T4-X 
X -Q2-T4-X    4    2.40          0.0             3.         WLD from X -J4-T4-X 
X -Q2-Q2-X    9    1.40          0.0             3.         WLD from X -D4-D4-X
X -T2-T2-X    1    3.50          0.0            -2.         WLD from D4-T2-T2-D4
X -T2-T2-X    1    0.60          0.0             3.         WLD from D4-T2-T2-D4
X -T2-T4-X    1    0.0           0.0             2.         WLD null
X -TA-TA-X    1    0.0           0.0             2.         WLD null
X -TA-T4-X    1    0.0           0.0             2.         WLD null
X -J4-T4-X    6    2.40          0.0             3.         combination of 2
X -DJ-Q2-X    2    4.54        180.0             2.         combination of 5
X -DJ-Q1-X    4   11.20        180.0             2.         Junmei et al, 1999
X -DJ-JA-X    2    6.55        180.0             2.         combination of 4
X -DJ-J3-X    4    7.01        180.0             2.         combination of 7
X -DJ-DJ-X    4   12.55        180.0             2.         combination of 6
X -DJ-DA-X    4   18.87        180.0             2.         combination of 3
X -DJ-D4-X    6    0.00          0.0             2.         combination of 2
X -DJ-D3-X    4    8.70        180.0             2.         intrpol.bsd.on C6H6
X -DA-TA-X    2    6.00        180.0             2.         combination of 2
X -DA-T4-X    6    0.00          0.0             2.         combination of 2
X -DA-T2-X    2   10.00          0.0             2.         combination of 2
X -DA-Q2-X    2    4.20        180.0             2.         combination of 3
X -DA-JA-X    2   10.00        180.0             2.         combination of 7
X -DA-J3-X    4    6.27        180.0             2.         combination of 7
X -DA-DJ-X    4   11.73        180.0             2.         combination of 3
X -DA-DA-X    4   17.58        180.0             2.         combination of 5
X -DA-D4-X    6    0.00          0.0             2.         combination of 4
X -DA-D3-X    4   10.20        180.0             2.         intrpol.bsd.on C6H6
X -D4-ZC-X    3    0.00          0.0             1.         Junmei et al, 1999
X -D4-T2-X    3    0.88          0.0             3.         combination of 2
X -D4-Q2-X    3    0.82          0.0             3.         combination of 2
X -D4-P -X    9    0.75          0.0             3.         RSM, estimated15
X -D4-J4-X    9    1.40          0.0             3.         JDJ,7,(1986),230
X -D4-J3-X    6    0.00          0.0             2.         JDJ,7,(1986),230
X -D4-DA-X    6    0.00          0.0             3.         RSM, estimated7
X -D4-DA-X    6    0.00          0.0             2.         RSM, estimated18
X -D4-D4-X    9    1.40          0.0             3.         JDJ,7,(1986),230
X -D4-D2-X    3    0.00          0.0             3.         RSM, estimated8
X -D4-D2-X    3    0.00          0.0             1.         Junmei et al, 1999
X -D3-Q2-X    2    2.10        180.0             2.         Junmei et al, 1999
X -D3-J3-X    4    7.40        180.0             2.         JDJ,7,(1986),230
X -D3-D4-X    6    0.00          0.0             2.         Junmei et al, 1999
X -D3-D4-X    6    0.00          0.0             3.         JDJ,7,(1986),230
X -D3-D3-X    4   19.07        180.0             2.         combination of 3
X -D2-D2-X    1    0.00          0.0             2.         RSM, estimated14
R3-D4-D4-R3   1    0.00        180.0             1.         Junmei et al, 1999
R2-D4-D4-R2   1    0.45        180.0             1.         Junmei et al, 1999
R1-D4-D4-R1   1    1.20        180.0             1.         Junmei et al, 1999
Q2-D4-J3-DA   1    0.00        000.0            -2.         parm98, TC,PC,PAK
Q2-D4-J3-DA   1    2.50          0.0             1.         parm98, TC,PC,PAK
Q2-D4-J3-D3   1    0.00        000.0            -2.         parm98, TC,PC,PAK
Q2-D4-J3-D3   1    2.50          0.0             1.         parm98, TC,PC,PAK
Q2-D4-D4-Q2   1    1.175         0.0             2.         Piotr et al.
Q2-D4-D4-Q2   1    0.144         0.0            -3.         parm98, TC,PC,PAK
Q1-DJ-Q2-D4   1    2.70        180.0            -2.         Junmei et al, 1999
Q1-DJ-Q2-D4   1    1.40        180.0             1.         Junmei et al, 1999
J3-D4-DJ-J3   1    1.70        180.0            -1.         Junmei et al,1999
J3-D4-DJ-J3   1    2.00        180.0             2.         Junmei et al,1999
DJ-J3-D4-DJ   1    0.85        180.0            -2.         Junmei et al,1999
DJ-J3-D4-DJ   1    0.80          0.0             1.         Junmei et al,1999
